"rank"	"finalWorth"	"category"	"personName"	"age"	"region"	"city"	"source"	"industries"	"countryOfCitizenship"	"organization"	"selfMade"	"status"	"gender"	"birthDate"	"lastName"	"firstName"	"title"	"date"	"state"	"residenceStateRegion"	"birthYear"	"birthMonth"	"birthDay"	"cpi_country"	"cpi_change_country"	"gdp_country"	"gross_tertiary_education_enrollment"	"gross_primary_education_enrollment_country"	"life_expectancy_country"	"tax_revenue_country_country"	"total_tax_rate_country"	"population_country"	"latitude_country"	"longitude_country"
"1408"	1368	2200	"Technology"	"Chad Richison"	52	"United States"	"Edmond"	"Payroll processing"	"Technology"	"United States"	""	TRUE	"D"	"M"	"10/10/1970 0:00"	"Richison"	"Chad"	""	"4/4/2023 5:01"	"Oklahoma"	"South"	1970	10	10	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"2361"	2259	1200	"Energy"	"Edwin Soeryadjaya"	73	"Indonesia"	"Jakarta"	"Coal, investments"	"Energy"	"Indonesia"	""	FALSE	"D"	"M"	"7/17/1949 0:00"	"Soeryadjaya"	"Edwin"	""	"4/4/2023 5:01"	""	""	1949	7	17	151.18	3	"$1,119,190,780,753 "	36.3	106.4	71.5	10.2	30.1	270203917	-0.789275	113.921327
"2264"	2259	1200	"Technology"	"Tope Awotona"	41	"United States"	"Atlanta"	"Software"	"Technology"	"United States"	"Calendly"	TRUE	"D"	"M"	"4/22/1981 0:00"	"Awotona"	"Tope"	""	"4/4/2023 5:01"	"Georgia"	"South"	1981	4	22	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"42"	41	31600	"Fashion & Retail"	"Gerard Wertheimer"	72	"United States"	"New York"	"Chanel"	"Fashion & Retail"	"France"	""	FALSE	"U"	"M"	"1/9/1951 0:00"	"Wertheimer"	"Gerard"	""	"4/4/2023 5:01"	"New York"	"Northeast"	1951	1	9	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1681"	1647	1800	"Metals & Mining"	"Luo Yangyong & family"	47	"China"	"Panzhihua"	"Mining"	"Metals & Mining"	"China"	""	TRUE	"D"	"M"	"6/2/1975 0:00"	"Luo"	"Yangyong"	""	"4/4/2023 5:01"	""	""	1975	6	2	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"713"	699	4000	"Media & Entertainment"	"Isaac Perlmutter"	80	"United States"	"Palm Beach"	"Marvel comics"	"Media & Entertainment"	"United States"	"Marvel Entertainment"	TRUE	"D"	"M"	"12/1/1942 0:00"	"Perlmutter"	"Isaac"	"Chairman"	"4/4/2023 5:01"	"Florida"	"South"	1942	12	1	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1980"	1905	1500	"Finance & Investments"	"Carlos Rodriguez-Pastor"	63	"Peru"	"Lima"	"Finance"	"Finance & Investments"	"Peru"	""	FALSE	"Split Family Fortune"	"M"	"4/11/1959 0:00"	"Rodriguez-Pastor"	"Carlos"	""	"4/4/2023 5:01"	""	""	1959	4	11	129.78	2.1	"$226,848,050,820 "	70.7	106.9	76.5	14.3	36.8	32510453	-9.189967	-75.015152
"962"	949	3100	"Manufacturing"	"Kuok Khoon Hong"	73	"Singapore"	"Singapore"	"Palm oil"	"Manufacturing"	"Singapore"	""	FALSE	"D"	"M"	"1/1/1950 0:00"	"Kuok"	"Khoon Hong"	""	"4/4/2023 5:01"	""	""	1950	1	1	114.41	0.6	"$372,062,527,489 "	84.8	100.6	83.1	13.1	21	5703569	1.352083	103.819836
"1775"	1725	1700	"Manufacturing"	"Mrudula Parekh"	75	"India"	"Mumbai"	"Adhesives"	"Manufacturing"	"India"	""	FALSE	"D"	"F"	"1/1/1948 0:00"	"Parekh"	"Mrudula"	""	"4/4/2023 5:01"	""	""	1948	1	1	180.44	7.7	"$2,611,000,000,000 "	28.1	113	69.4	11.2	49.7	1366417754	20.593684	78.96288
"2384"	2259	1200	"Food & Beverage"	"Drorit Wertheim"	67	"Israel"	"Bnei Atarot"	"Coca Cola Israel"	"Food & Beverage"	"Israel"	""	FALSE	"D"	"F"	"1/1/1956 0:00"	"Wertheim"	"Drorit"	""	"4/4/2023 5:01"	""	""	1956	1	1	108.15	0.8	"$395,098,666,122 "	63.4	104.9	82.8	23.1	25.3	9053300	31.046051	34.851612
"559"	552	4900	"Metals & Mining"	"Lim Hariyanto Wijaya Sarwono"	94	"Indonesia"	"Jakarta"	"Palm oil, nickel mining"	"Metals & Mining"	"Indonesia"	""	TRUE	"U"	"M"	"11/1/1928 0:00"	"Lim"	"Hariyanto Wijaya Sarwono"	""	"4/4/2023 5:01"	""	""	1928	11	1	151.18	3	"$1,119,190,780,753 "	36.3	106.4	71.5	10.2	30.1	270203917	-0.789275	113.921327
"1327"	1312	2300	"Construction & Engineering"	"Erman Ilicak"	55	"Turkey"	"Ankara"	"Construction"	"Construction & Engineering"	"Turkey"	""	TRUE	"E"	"M"	"10/3/1967 0:00"	"Ilicak"	"Erman"	""	"4/4/2023 5:01"	""	""	1967	10	3	234.44	15.2	"$754,411,708,203 "	23.9	93.2	77.4	17.9	42.3	83429615	38.963745	35.243322
"1883"	1804	1600	"Media & Entertainment"	"Wang Changtian"	57	"China"	"Beijing"	"TV, movie production"	"Media & Entertainment"	"China"	""	TRUE	"D"	"M"	"4/26/1965 0:00"	"Wang"	"Changtian"	""	"4/4/2023 5:01"	""	""	1965	4	26	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"1748"	1725	1700	"Manufacturing"	"Ilkka Herlin"	64	"Finland"	"Helsinki"	"Elevators, escalators"	"Manufacturing"	"Finland"	""	FALSE	"U"	"M"	"1/1/1959 0:00"	"Herlin"	"Ilkka"	""	"4/4/2023 5:01"	""	""	1959	1	1	112.33	1	"$268,761,201,365 "	88.2	100.2	81.7	20.8	36.6	5520314	61.92411	25.748151
"331"	325	7100	"Manufacturing"	"Zhang Hejun"	71	"China"	"Ningbo"	"Electronics"	"Manufacturing"	"China"	""	TRUE	"U"	"M"	"1/1/1952 0:00"	"Zhang"	"Hejun"	""	"4/4/2023 5:01"	""	""	1952	1	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"927"	905	3200	"Healthcare"	"Samir Mehta"	59	"India"	"Ahmedabad"	"Pharmaceuticals, power"	"Healthcare"	"India"	""	FALSE	"U"	"M"	"9/18/1963 0:00"	"Mehta"	"Samir"	""	"4/4/2023 5:01"	""	""	1963	9	18	180.44	7.7	"$2,611,000,000,000 "	28.1	113	69.4	11.2	49.7	1366417754	20.593684	78.96288
"579"	567	4800	"Finance & Investments"	"Yu Yong"	62	"China"	"Shanghai"	"Mining"	"Finance & Investments"	"China"	""	TRUE	"U"	"M"	"2/1/1961 0:00"	"Yu"	"Yong"	""	"4/4/2023 5:01"	""	""	1961	2	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"1137"	1104	2700	"Technology"	"Li Zhongchu"	59	"China"	"Beijing"	"Software"	"Technology"	"China"	""	TRUE	"D"	"M"	"8/26/1963 0:00"	"Li"	"Zhongchu"	""	"4/4/2023 5:01"	""	""	1963	8	26	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"2397"	2259	1200	"Fashion & Retail"	"Yang Yunyun"	46	"China"	"Guangzhou"	"Retail"	"Fashion & Retail"	"China"	""	TRUE	"R"	"F"	"1/1/1977 0:00"	"Yang"	"Yunyun"	""	"4/4/2023 5:01"	""	""	1977	1	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"1514"	1434	2100	"Manufacturing"	"Zhang Ning & family"	49	"China"	"Shanghai"	"Chemicals"	"Manufacturing"	"Canada"	""	TRUE	"D"	"F"	"4/1/1974 0:00"	"Zhang"	"Ning"	""	"4/4/2023 5:01"	""	""	1974	4	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"702"	699	4000	"Diversified"	"Guangchang Guo"	56	"China"	"Shanghai"	"Conglomerate"	"Diversified"	"China"	""	TRUE	"D"	"M"	"2/16/1967 0:00"	"Guo"	"Guangchang"	""	"4/4/2023 5:01"	""	""	1967	2	16	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"1341"	1312	2300	"Fashion & Retail"	"Mi Enhua"	65	"China"	"Urumqi"	"Retail"	"Fashion & Retail"	"China"	""	TRUE	"D"	"M"	"4/1/1958 0:00"	"Mi"	"Enhua"	""	"4/4/2023 5:01"	""	""	1958	4	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"1804"	1804	1600	"Healthcare"	"Noubar Afeyan"	60	"United States"	"Lexington"	"Biotech"	"Healthcare"	"United States"	""	TRUE	"D"	"M"	"7/25/1962 0:00"	"Afeyan"	"Noubar"	""	"4/4/2023 5:01"	"Massachusetts"	"Northeast"	1962	7	25	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"330"	325	7100	"Finance & Investments"	"Wee Cho Yaw"	94	"Singapore"	"Singapore"	"Banking"	"Finance & Investments"	"Singapore"	""	FALSE	"D"	"M"	"1/10/1929 0:00"	"Wee"	"Cho Yaw"	""	"4/4/2023 5:01"	""	""	1929	1	10	114.41	0.6	"$372,062,527,489 "	84.8	100.6	83.1	13.1	21	5703569	1.352083	103.819836
"1147"	1104	2700	"Real Estate"	"Richard Peery"	84	"United States"	"Palo Alto"	"Real estate"	"Real Estate"	"United States"	""	TRUE	"D"	"M"	"10/1/1938 0:00"	"Peery"	"Richard"	""	"4/4/2023 5:01"	"California"	"West"	1938	10	1	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1024"	982	3000	"Healthcare"	"Ye Xiaoping"	60	"China"	"Hangzhou"	"Pharmaceuticals"	"Healthcare"	"China"	""	TRUE	"U"	"M"	"2/1/1963 0:00"	"Ye"	"Xiaoping"	""	"4/4/2023 5:01"	""	""	1963	2	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"2360"	2259	1200	"Automotive"	"Konstantin Sixt"	40	"Germany"	"Munich"	"Car rentals"	"Automotive"	"Germany"	""	FALSE	"D"	"M"	"12/2/1982 0:00"	"Sixt"	"Konstantin"	""	"4/4/2023 5:01"	""	""	1982	12	2	112.85	1.4	"$3,845,630,030,824 "	70.2	104	80.9	11.5	48.8	83132799	51.165691	10.451526
"921"	905	3200	"Finance & Investments"	"Michael Hintze"	69	"United Kingdom"	"London"	"Investment"	"Finance & Investments"	"Australia"	"CQS LLP"	TRUE	"E"	"M"	"7/27/1953 0:00"	"Hintze"	"Michael"	"Founder"	"4/4/2023 5:01"	""	""	1953	7	27	119.62	1.7	"$2,827,113,184,696 "	60	101.2	81.3	25.5	30.6	66834405	55.378051	-3.435973
"313"	312	7300	"Metals & Mining"	"Iskander Makhmudov"	59	"Russia"	"Moscow"	"Mining, metals, machinery"	"Metals & Mining"	"Russia"	""	TRUE	"U"	"M"	"12/5/1963 0:00"	"Makhmudov"	"Iskander"	""	"4/4/2023 5:01"	""	""	1963	12	5	180.75	4.5	"$1,699,876,578,871 "	81.9	102.6	72.7	11.4	46.2	144373535	61.52401	105.318756
"1226"	1217	2500	"Media & Entertainment"	"Cheng Yixiao"	39	"China"	"Beijing"	"Video streaming app"	"Media & Entertainment"	"China"	""	TRUE	"D"	"M"	"1/1/1984 0:00"	"Cheng"	"Yixiao"	""	"4/4/2023 5:01"	""	""	1984	1	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"728"	721	3900	"Fashion & Retail"	"Giuseppe De'Longhi & family"	83	"Italy"	"Treviso"	"Coffee makers"	"Fashion & Retail"	"Italy"	""	FALSE	"D"	"M"	"4/24/1939 0:00"	"De'Longhi"	"Giuseppe"	""	"4/4/2023 5:01"	""	""	1939	4	24	110.62	0.6	"$2,001,244,392,042 "	61.9	101.9	82.9	24.3	59.1	60297396	41.87194	12.56738
"18"	17	59000	"Diversified"	"Julia Koch & family"	60	"United States"	"New York"	"Koch Industries"	"Diversified"	"United States"	""	FALSE	"D"	"F"	"4/12/1962 0:00"	"Koch"	"Julia"	""	"4/4/2023 5:01"	"New York"	"Northeast"	1962	4	12	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"2305"	2259	1200	"Telecom"	"Mohammed Ibrahim"	76	"United Kingdom"	"London"	"Communications"	"Telecom"	"United Kingdom"	"Mo Ibrahim Foundation"	TRUE	"E"	"M"	"5/3/1946 0:00"	"Ibrahim"	"Mohammed"	"Founder"	"4/4/2023 5:01"	""	""	1946	5	3	119.62	1.7	"$2,827,113,184,696 "	60	101.2	81.3	25.5	30.6	66834405	55.378051	-3.435973
"2097"	2020	1400	"Construction & Engineering"	"Boris Rotenberg"	66	"Russia"	"Moscow"	"Construction, pipes, chemicals"	"Construction & Engineering"	"Russia"	""	TRUE	"U"	"M"	"1/3/1957 0:00"	"Rotenberg"	"Boris"	""	"4/4/2023 5:01"	""	""	1957	1	3	180.75	4.5	"$1,699,876,578,871 "	81.9	102.6	72.7	11.4	46.2	144373535	61.52401	105.318756
"71"	71	22000	"Food & Beverage"	"Emmanuel Besnier"	52	"France"	"Laval"	"Cheese"	"Food & Beverage"	"France"	""	FALSE	"D"	"M"	"9/18/1970 0:00"	"Besnier"	"Emmanuel"	""	"4/4/2023 5:01"	""	""	1970	9	18	110.05	1.1	"$2,715,518,274,227 "	65.6	102.5	82.5	24.2	60.7	67059887	46.227638	2.213749
"455"	455	5600	"Logistics"	"Maria Angelicoussis"	41	"Greece"	""	"Shipping"	"Logistics"	"Greece"	""	FALSE	"N"	"F"	"2/18/1982 0:00"	"Angelicoussis"	"Maria"	""	"4/4/2023 5:01"	""	""	1982	2	18	101.87	0.2	"$209,852,761,469 "	136.6	99.6	81.3	26.2	51.9	10716322	39.074208	21.824312
"1486"	1434	2100	"Manufacturing"	"Zugen Ni"	66	"China"	"Suzhou"	"Appliances"	"Manufacturing"	"China"	""	TRUE	"U"	"M"	"1/18/1957 0:00"	"Ni"	"Zugen"	""	"4/4/2023 5:01"	""	""	1957	1	18	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"620"	611	4500	"Finance & Investments"	"David Velez & family"	41	"Brazil"	"Sao Paulo"	"Fintech"	"Finance & Investments"	"Colombia"	""	TRUE	"D"	"M"	"10/2/1981 0:00"	"Velez"	"David"	""	"4/4/2023 5:01"	""	""	1981	10	2	167.4	3.7	"$1,839,758,040,766 "	51.3	115.4	75.7	14.2	65.1	212559417	-14.235004	-51.92528
"1337"	1312	2300	"Finance & Investments"	"Hua Li"	45	"China"	"Shenzhen"	"Financial services"	"Finance & Investments"	"China"	""	TRUE	"U"	"M"	"1/1/1978 0:00"	"Li"	"Hua"	""	"4/4/2023 5:01"	""	""	1978	1	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"107"	107	15900	"Food & Beverage"	"Pang Kang"	67	"China"	"Foshan"	"Soy sauce"	"Food & Beverage"	"China"	""	TRUE	"D"	"M"	"1/19/1956 0:00"	"Pang"	"Kang"	""	"4/4/2023 5:01"	""	""	1956	1	19	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"2472"	2405	1100	"Manufacturing"	"Yogesh Kothari"	74	"India"	"Mumbai"	"Specialty chemicals"	"Manufacturing"	"India"	""	TRUE	"D"	"M"	"1/1/1949 0:00"	"Kothari"	"Yogesh"	""	"4/4/2023 5:01"	""	""	1949	1	1	180.44	7.7	"$2,611,000,000,000 "	28.1	113	69.4	11.2	49.7	1366417754	20.593684	78.96288
"930"	905	3200	"Real Estate"	"Geoffrey Palmer"	72	"United States"	"Beverly Hills"	"Real estate"	"Real Estate"	"United States"	""	FALSE	"N"	"M"	"5/11/1950 0:00"	"Palmer"	"Geoffrey"	""	"4/4/2023 5:01"	"California"	"West"	1950	5	11	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"815"	787	3600	"Automotive"	"Xia Zuoquan"	61	"China"	"Shenzhen"	"Automobiles, batteries"	"Automotive"	"China"	""	TRUE	"U"	"M"	"1/1/1962 0:00"	"Xia"	"Zuoquan"	""	"4/4/2023 5:01"	""	""	1962	1	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"438"	437	5900	"Diversified"	"Jaran Chiaravanont"	93	"Thailand"	"Bangkok"	"Diversified"	"Diversified"	"Thailand"	""	FALSE	"U"	"M"	"4/1/1930 0:00"	"Chiaravanont"	"Jaran"	""	"4/4/2023 5:01"	""	""	1930	4	1	113.27	0.7	"$543,649,976,166 "	49.3	99.8	76.9	14.9	29.5	69625582	15.870032	100.992541
"1138"	1104	2700	"Food & Beverage"	"Liang Yunchao"	54	"China"	"Guangzhou"	"Nutritional supplements"	"Food & Beverage"	"China"	""	TRUE	"D"	"M"	"1/3/1969 0:00"	"Liang"	"Yunchao"	""	"4/4/2023 5:01"	""	""	1969	1	3	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"1552"	1516	2000	"Technology"	"Matthew Prince"	48	"United States"	"Park City"	"Cybersecurity"	"Technology"	"United States"	""	TRUE	"D"	"M"	"1/1/1975 0:00"	"Prince"	"Matthew"	""	"4/4/2023 5:01"	"Utah"	"West"	1975	1	1	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1428"	1368	2200	"Food & Beverage"	"Xu Yingzhuo"	55	"China"	"Guangzhou"	"Agribusiness"	"Food & Beverage"	"China"	""	TRUE	"D"	"M"	"1/1/1968 0:00"	"Xu"	"Yingzhuo"	""	"4/4/2023 5:01"	""	""	1968	1	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"548"	534	5000	"Healthcare"	"Thomas Straumann"	59	"Switzerland"	"Basel"	"Dental implants"	"Healthcare"	"Switzerland"	""	FALSE	"D"	"M"	"7/22/1963 0:00"	"Straumann"	"Thomas"	""	"4/4/2023 5:01"	""	""	1963	7	22	99.55	0.4	"$703,082,435,360 "	59.6	105.2	83.6	10.1	28.8	8574832	46.818188	8.227512
"2529"	2405	1100	"Technology"	"Ye Qiongjiu"	68	"China"	"Hangzhou"	"Software"	"Technology"	"China"	""	TRUE	"U"	"F"	"10/14/1954 0:00"	"Ye"	"Qiongjiu"	""	"4/4/2023 5:01"	""	""	1954	10	14	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"675"	659	4200	"Food & Beverage"	"Lynsi Snyder"	40	"United States"	"Glendora"	"In-N-Out Burger"	"Food & Beverage"	"United States"	""	FALSE	"E"	"F"	"5/5/1982 0:00"	"Snyder"	"Lynsi"	""	"4/4/2023 5:01"	"California"	"West"	1982	5	5	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1714"	1647	1800	"Technology"	"Nikil Viswanathan"	35	"United States"	"San Francisco"	"Blockchain technology"	"Technology"	"United States"	""	TRUE	"D"	"M"	"10/16/1987 0:00"	"Viswanathan"	"Nikil"	""	"4/4/2023 5:01"	"California"	"West"	1987	10	16	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"214"	208	9200	"Fashion & Retail"	"Eric Smidt"	63	"United States"	"Beverly Hills"	"Hardware stores"	"Fashion & Retail"	"United States"	""	TRUE	"U"	"M"	"1/1/1960 0:00"	"Smidt"	"Eric"	""	"4/4/2023 5:01"	"California"	"West"	1960	1	1	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1530"	1516	2000	"Metals & Mining"	"John Hancock"	47	"United Kingdom"	"London"	"Mining"	"Metals & Mining"	"Australia"	""	FALSE	"D"	"M"	"1/2/1976 0:00"	"Hancock"	"John"	""	"4/4/2023 5:01"	""	""	1976	1	2	119.62	1.7	"$2,827,113,184,696 "	60	101.2	81.3	25.5	30.6	66834405	55.378051	-3.435973
"696"	679	4100	"Diversified"	"Kerry Stokes"	82	"Australia"	"Perth"	"Construction equipment, media"	"Diversified"	"Australia"	""	TRUE	"D"	"M"	"9/13/1940 0:00"	"Stokes"	"Kerry"	""	"4/4/2023 5:01"	""	""	1940	9	13	119.8	1.6	"$1,392,680,589,329 "	113.1	100.3	82.7	23	47.4	25766605	-25.274398	133.775136
"718"	699	4000	"Energy"	"Torbjorn Tornqvist"	69	"Switzerland"	"Geneva"	"Oil trading"	"Energy"	"Sweden"	""	TRUE	"U"	"M"	"11/8/1953 0:00"	"Tornqvist"	"Torbjorn"	""	"4/4/2023 5:01"	""	""	1953	11	8	99.55	0.4	"$703,082,435,360 "	59.6	105.2	83.6	10.1	28.8	8574832	46.818188	8.227512
"1900"	1804	1600	"Manufacturing"	"Yu Lili"	55	"China"	"Changsha"	"Electronic components"	"Manufacturing"	"China"	""	TRUE	"D"	"F"	"1/1/1968 0:00"	"Yu"	"Lili"	""	"4/4/2023 5:01"	""	""	1968	1	1	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"2333"	2259	1200	"Healthcare"	"Alan Miller & family"	85	"United States"	"Lower Merion"	"Healthcare services"	"Healthcare"	"United States"	""	TRUE	"D"	"M"	"8/17/1937 0:00"	"Miller"	"Alan"	""	"4/4/2023 5:01"	"Pennsylvania"	"Northeast"	1937	8	17	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"296"	290	7600	"Real Estate"	"Leonard Stern"	85	"United States"	"New York"	"Real estate"	"Real Estate"	"United States"	"Hartz Mountain Industries, Inc."	FALSE	"U"	"M"	"3/28/1938 0:00"	"Stern"	"Leonard"	"Chairman and CEO"	"4/4/2023 5:01"	"New York"	"Northeast"	1938	3	28	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1481"	1434	2100	"Healthcare"	"Kiran Mazumdar-Shaw"	70	"India"	"Bangalore"	"Biopharmaceuticals"	"Healthcare"	"India"	"Biocon"	TRUE	"D"	"F"	"3/23/1953 0:00"	"Mazumdar-Shaw"	"Kiran"	"Chair"	"4/4/2023 5:01"	""	""	1953	3	23	180.44	7.7	"$2,611,000,000,000 "	28.1	113	69.4	11.2	49.7	1366417754	20.593684	78.96288
"1423"	1368	2200	"Technology"	"Radha Vembu"	50	"India"	"Chennai"	"Business software"	"Technology"	"India"	""	FALSE	"U"	"F"	"12/24/1972 0:00"	"Vembu"	"Radha"	""	"4/4/2023 5:01"	""	""	1972	12	24	180.44	7.7	"$2,611,000,000,000 "	28.1	113	69.4	11.2	49.7	1366417754	20.593684	78.96288
"1245"	1217	2500	"Construction & Engineering"	"Wolfgang Leitner"	70	"Austria"	"Graz"	"Engineering"	"Construction & Engineering"	"Austria"	""	TRUE	"U"	"M"	"3/27/1953 0:00"	"Leitner"	"Wolfgang"	""	"4/4/2023 5:01"	""	""	1953	3	27	118.06	1.5	"$446,314,739,528 "	85.1	103.1	81.6	25.4	51.4	8877067	47.516231	14.550072
"1533"	1516	2000	"Media & Entertainment"	"Huang Qiaoling"	64	"China"	"Hangzhou"	"Amusement parks"	"Media & Entertainment"	"China"	""	TRUE	"U"	"M"	"11/15/1958 0:00"	"Huang"	"Qiaoling"	""	"4/4/2023 5:01"	""	""	1958	11	15	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"843"	818	3500	"Automotive"	"Vivek Chaand Sehgal"	66	"India"	"Delhi"	"Auto parts"	"Automotive"	"Australia"	""	TRUE	"U"	"M"	"9/28/1956 0:00"	"Sehgal"	"Vivek Chaand"	""	"4/4/2023 5:01"	""	""	1956	9	28	180.44	7.7	"$2,611,000,000,000 "	28.1	113	69.4	11.2	49.7	1366417754	20.593684	78.96288
"2117"	2020	1400	"Finance & Investments"	"Alfred West, Jr."	80	"United States"	"Paoli"	"Money management"	"Finance & Investments"	"United States"	""	TRUE	"U"	"M"	"12/7/1942 0:00"	"West"	"Alfred"	""	"4/4/2023 5:01"	"Pennsylvania"	"Northeast"	1942	12	7	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"902"	878	3300	"Manufacturing"	"Todd Wanek"	59	"United States"	"St. Petersburg"	"Furniture"	"Manufacturing"	"United States"	""	FALSE	"D"	"M"	"3/16/1964 0:00"	"Wanek"	"Todd"	""	"4/4/2023 5:01"	"Florida"	"South"	1964	3	16	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1221"	1217	2500	"Construction & Engineering"	"Riley Bechtel & family"	71	"United States"	"San Francisco"	"Engineering, construction"	"Construction & Engineering"	"United States"	"Bechtel Corp."	FALSE	"D"	"M"	"3/25/1952 0:00"	"Bechtel"	"Riley"	"former Chairman and CEO"	"4/4/2023 5:01"	"California"	"West"	1952	3	25	117.24	7.5	"$21,427,700,000,000 "	88.2	101.8	78.5	9.6	36.6	328239523	37.09024	-95.712891
"1146"	1104	2700	"Diversified"	"Karsanbhai Patel"	79	"India"	"Ahmedabad"	"Consumer goods"	"Diversified"	"India"	""	TRUE	"D"	"M"	"1/7/1944 0:00"	"Patel"	"Karsanbhai"	""	"4/4/2023 5:01"	""	""	1944	1	7	180.44	7.7	"$2,611,000,000,000 "	28.1	113	69.4	11.2	49.7	1366417754	20.593684	78.96288
"2113"	2020	1400	"Manufacturing"	"Wang Yanqing & family"	76	"China"	"Weihai"	"Carbon fiber products"	"Manufacturing"	"China"	""	FALSE	"D"	"F"	"7/2/1946 0:00"	"Wang"	"Yanqing"	""	"4/4/2023 5:01"	""	""	1946	7	2	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"1767"	1725	1700	"Metals & Mining"	"Lin Lairong & family"	54	"China"	"Bayannur"	"Iron ore mining"	"Metals & Mining"	"China"	""	TRUE	"D"	"M"	"8/9/1968 0:00"	"Lin"	"Lairong"	""	"4/4/2023 5:01"	""	""	1968	8	9	125.08	2.9	"$19,910,000,000,000 "	50.6	100.2	77	9.4	59.2	1397715000	35.86166	104.195397
"2061"	2020	1400	"Diversified"	"Kwek Leng Peck"	67	"Singapore"	"Singapore"	"Diversified"	"Diversified"	"Singapore"	""	FALSE	"U"	"M"	"1/1/1956 0:00"	"Kwek"	"Leng Peck"	""	"4/4/2023 5:01"	""	""	1956	1	1	114.41	0.6	"$372,062,527,489 "	84.8	100.6	83.1	13.1	21	5703569	1.352083	103.819836
